1,16,5,4
2,17,33,60
3,18,34,61
4,19,23,62
5,20,35,28
6,21,36,63
7,22,37,64
8,23,38,65
9,24,39,66
10,25,40,67
11,8,41,47
12,26,42,68
13,27,43,69
14,28,44,70
15,29,12,71
,30,45,
,31,46,
,32,47,
,,48,
,,49,
,,50,
,,51,
,,52,
,,53,
,,54,
,,55,
,,56,
,,57,
,,58,
,,59,
